,Description,Level,Type,Function,Industry
359,"Dein Einstieg




mit Lust an einem Einstieg in die digitale Transformation!





Darum ]init[




Du bist auf der Suche nach Projekten mit gesellschaftlicher Relevanz? Als Trainee Public Sector (m/w/d) lernst du, wie du unsere Kunden aus der öffentlichen Verwaltung auf dem Weg in die Digitalisierung begleitest.




Das gibt es zu tun




Du begleitest im Beratungsprozess bei der Analyse und dem Management von Anforderungen in spannenden Digitalisierungsprojekten
Du unterstützt bei der Erarbeitung von Fachkonzeptionen zur nutzerfreundlichen Digitalisierung von Verwaltungsleistungen
Du erhältst Einblicke in die Prozessmodellierung
Du unterstützt bei der Konzeption und Durchführung von Kunden-Workshops
12-monatiges Traineeship mit Mentoring durch erfahrene Business Analysts
Intensive Begleitung durch die ]init[-Academy mit Weiterbildungen und Workshops


Das bringst du mit




Abgeschlossene Berufsausbildung, Studium oder qualifizierte Berufserfahrung
Interesse an der Digitalisierung des öffentlichen Sektors
Erste Erfahrungen in der Erhebung von Anforderungen und der Gestaltung von Prozessen sind wünschenswert
Interesse an den Themen der öffentlichen Verwaltung, dem IT-Bereich oder der Unternehmensberatung
Erste Kenntnisse von Formular-Management-Systemen (FMS) oder Lust diese kennenzulernen
Kommunikationsfähigkeit sowie Spaß am Präsentieren und Moderieren


Das bieten wir dir




Work with us: Wir arbeiten deutschlandweit mobil zusammen - full-time oder im Teilzeitmodell deiner Wahl. Du entscheidest, wo du arbeiten möchtest
Learn with us: Mit unserer ]init[ Akademie und über 1.800 Trainings im Jahr machen wir dich fit für deine Ziele & Herausforderungen
Grow with us: Lerne unsere Learning Lunches & Nutshells kennen, die dir neben deinem Einsatz in Projekten einen abteilungsübergreifenden Austausch ermöglichen
Ride with us: Wir bezuschussen dein ÖPNV-Ticket oder Deutschlandticket und entwickeln unsere Corporate Mobility Benefits kontinuierlich weiter - für dich und für mehr nachhaltige Mobilität in urbanen Räumen
Start with us: Mit unserer virtuellen Welcome Week kommst du bei ]init[ richtig gut an. Eine enge Begleitung durch Patenschaften & Vernetzungsangebote gehören bei uns zu einem gelungenen Start dazu


Werde Teil des Teams




Du findest dich in dieser Rollenbeschreibung wieder und denkst, dass wir uns unbedingt einmal unterhalten sollten? Dann lade deinen Lebenslauf/Bewerbungsunterlagen hoch, gerne mit der Angabe des frühestmöglichen Eintrittsdatums sowie einen groben Gehaltsrahmen. Hannah aus dem Recruiting-Team freut sich auf den Austausch mit dir!




Recruiter




Hannah Caliebe




Über uns




Was zeichnet einen führenden Projektdienstleister im Bereich digitale Transformation aus? Rundumblick. Zuverlässigkeit. Perfektion. Und der Anspruch, die Wertschöpfung unserer Vertragsparteien nachhaltig zu steigern. Ganz im Sinne unserer Mission: Services for the eSociety.",Berufseinstieg,Vollzeit,Vertrieb und Geschäftsentwicklung,IT-Services und IT-Consulting
360,"Wir vertreiben Softwarelösungen und Produkte, welche digitale Arbeitsumgebungen und IT SelfService ermöglichen. Die ganzheitliche Integration und automatisierten Prozesse erleichtern weltweit mehr als 5.000 Matrix Kunden den Arbeitsalltag. Werde ein Teil unseres Teams im dynamischen Arbeitsumfeld. Attraktive Entwicklungsmöglichkeiten und ausgezeichnete Rahmenbedingungen ermöglichen ausgeglichene Work-Life-Balance.

Aufgaben

Du unterstützt unsere Kunden bei technischen Fragen zu unserem Security Produkt EgoSecure im internationalen Umfeld
Du bist 2nd Level Support Engineer und unterstützt das gesamte Team
Analyse und Bewältigung sowie Dokumentation von auftretenden Kundenproblemen
Du führst notwendige Schulungen für Teammitglieder durch
Du bist Berater für Projekte und Initiativen zur optimalen Nutzung der bestehenden Lösungen


Qualifikation

Abgeschlossene/s Studium oder Ausbildung mit Schwerpunkt Informatik
Auch ein Junior auf dem Gebiet mit einer gewissen Affinität ist gern gesehen
Grundkenntnisse in Netzwerk und Windows Servern sowie Linux
Idealerweise hast Du bereits erste Erfahrungen im IT Security Bereich
Wünschenswerte Kenntnisse in den Bereichen Netzwerk (TCP/IP), Firewall, Proxy, Log-Management oder anderen Sicherheitslösungen sowie ITIL
Kommunikationsfähigkeiten in Englisch und Deutsch


Benefits

Wir könnten dir jetzt davon erzählen, dass es im Büro kostenlos Obst und Getränke gibt, dass du flexible Arbeitszeiten haben wirst und 30 Tage Urlaub oder, dass Remote-Work zum Alltag gehört.Aber in unseren Augen ist das Standard. Hier sind ein paar unserer Benefits:

Lern- und Entwicklungsmöglichkeiten- bis zu 6 zusätzliche freie Tage für die persönliche oder berufliche Weiterentwicklung- Nutze Online-Plattformen, um dein Wissen zu erweitern oder deine Sprachkenntnisse zu verbessern
Ein Social Day, an welchem du einer sozialen Einrichtung helfen oder an Veranstaltungen teilnehmen kannst, die zur Verbesserung unserer Umwelt beitragen
Fahrradleasing, der Vertrag und die Versicherung laufen über uns
Die Möglichkeit, eine für dich passende Zusatzleistung zu wählen, sei es eine Fitness-Mitgliedschaft, Jobticket, Altersvorsorge oder eine Geldprämie
Und viele weitere... frage uns danach!


WIR FREUEN UNS AUF DICH

Wir würden dich gerne kennenlernen und freuen uns auf deine aussagekräftige Bewerbung unter Angabe deiner Gehaltsvorstellung sowie deines frühestmöglichen Eintrittstermins direkt in unserem Onlineportal über den JETZT BERWERBEN* Button. Bei Fragen zögere nicht, sondern kontaktiere gerne Jessica Loren Meyer.",Berufseinstieg,Vollzeit,IT,IT-Services und IT-Consulting
361,"Wir suchen für einen Datenexperten, welcher zukunftsweisende Lösungen entwickelt, um Unternehmen sicher durch den digitalen Wandel zu führen, einen Cloud Developer (m/w/d).




Das Unternehmen hat seinen Hauptsitz in Düsseldorf, wo jedoch hauptsächlich nur Schulungen oder Fortbildungen stattfinden. Daher ist Ihr Wohnsitz relativ egal und Sie sind sehr flexibel.




Wir bieten




Eine lukrative Vergütung bis 72.000€ p.a.
Individuelle Weiterbildungsmöglichkeiten zur fachlichen und persönlichen Weiterentwicklung
Eine ausgeglichene Work-Life-Balance, z.B. flexible Arbeitszeiten sowie hybrides Arbeiten
Einen Firmenwagen auch zur Privatnutzung
Die Möglichkeit auf eine Auszeit und ein Sabbatical einzulegen
Einen Head of Happiness!- es wird regelmäßig für das ganze Team frisch gekocht
Es wird Ihnen die Möglichkeit gegeben, ein Jobticket sowie ein Jobfahrrad bezahlt zu bekommen
Arbeiten mit den neuesten Technologien
Regelmäßige Firmenevents, um den Zusammenhalt zu stärken- Hier wird auch einmal im Jahr für ein Wochenende weggefahren auf freiwilliger Basis (Letztes Reiseziel Mallorca)




Ihre Aufgaben




Entwicklung von datengetriebene Lösungen sowie die Erstellung von Prototypen
Beratung der Kunden bezüglich Cloud-Komponenten
Durchführung von Anforderungsanalysen
Erstellung von Fachkonzepten
Enge Zusammenarbeit mit den Abteilungen Business Intelligence und Data Science




Ihr Profil




Eine erfolgreich abgeschlossene informationstechnische Ausbildung
Deutsch und Englisch in Wort und Schrift
Erste Erfahrungen mit Cloud-Produkten, wie z. B. Azure Data Lake, Spark, Power BI, SQL Server
Sie konnten bereits erste Erfahrungen im Umgang mit Programmiersprachen, z. B. Python, C#, Java/Javascript sammeln
Selbstständige, strukturierte und lösungsorientierte Arbeitsweise




Wir freuen uns auf Ihre Bewerbung!




Bei Fragen zur Stellenausschreibung melden Sie sich gerne bei Ihrer Ansprechpartnerin Joyce Hünewinckell unter:




+49 211 876 678 53




Die DAHMEN Personalservice GmbH ist ein inhabergeführter Personaldienstleister mit Hauptsitz in Düsseldorf. Als starker Partner an Ihrer Seite unterstützen wir Sie bei Ihrem nächsten Karriereschritt.




Bei der ausgeschriebenen Position handelt es sich um eine unbefristete Festanstellung direkt bei unserem Kunden. Die Betreuung und Vermittlung sind für Sie als Bewerber komplett kostenfrei.",Berufseinstieg,Vollzeit,IT,Personalberatung und -vermittlung
362,"Über Techstarter GmbH




Wir sind überzeugt, dass die besten Jobs der Zukunft im Digitalbereich zu finden sind und möchten Quereinsteiger für den digitalen Arbeitsmarkt fit machen. Viele glauben nicht daran, dass sie eine Chance auf einen Einstieg in die IT haben. Wir wissen aber, dass sie es schaffen können. Unsere Online-Kurse im Bereich Cloud Computing und DevOps sind praxisorientiert und unser begleitendes Karriere-Coaching gibt den Teilnehmer:innen den Feinschliff für ihren Karrierestart im boomenden IT-Bereich. Wir suchen zum nächstmöglichen Zeitpunkt Verstärkung für unser Jobangebot Weiterbildung Online - 12 Monate - IT/ Programmieren/ Informatik/ Cloud/ DevOps - Bildungsgutschein (m/w/d).




Klingt spannend? Dann freuen wir uns auf eine aussagekräftige Bewerbung über unseren Partner Workwise.




Dieses Weiterbildungsangebot richtet sich ausschließlich an Kund:innen der Agentur für Arbeit / Jobcenter mit Bildungsgutschein. In nur 15 Monaten lernst du alles, was du für einen erfolgreichen Job-Einstieg als Cloud Spezialist brauchst. Spannende Arbeitgeber und praxiserfahrene Dozenten begleiten dich.




Was erwartet dich?




100 % Online-Unterricht
Für Anfänger geeignet, kein IT-Vorwissen nötig
Erfahrende Dozent:innen in Live-Trainings
Personalvermittlung mit Jobgarantie
Karriere-Coaching
Python, Linux, Java, Container Virtualisierung, HTML und JavaScript Basics
Scrum und Agile Softwareentwicklung




Was solltest du mitbringen?




Anspruch auf einen Bildungsgutschein
Deutschkenntnisse auf B1-Niveau
Hohes Interesse an IT-Themen und praktische Erfahrung
Idealerweise bereits Erfahrung im technischen Bereich




Was bieten wir dir?




Mit einem Bildungsgutschein 100 % kostenlos für dich
12 Monate komplett online plus 3 Monate Praxisphase
Nach Abschluss 4 wichtige IT Zertifikate: Amazon AWS Cloud Practitioner, AWS Solution Architect, Professional Scrum Master und LPIC-2 Linux Administrator
Mehr als 17.000 offene Stellen aktuell in Deutschland (Tendenz steigend)
Einstiegsgehälter nach der Weiterbildung liegen bei ca. 5.000 € brutto monatlich




Unser Jobangebot Weiterbildung Online - 12 Monate - IT/ Programmieren/ Informatik/ Cloud/ DevOps - Bildungsgutschein (m/w/d) klingt vielversprechend? Dann freuen wir uns auf eine Bewerbung über Workwise.




Bei unserem Partner Workwise kann man sich in nur wenigen Minuten ohne Anschreiben für diesen Job bewerben und den Status der Bewerbung live verfolgen.",Berufseinstieg,Vollzeit,Personalwesen,Bildungsverwaltungsprogramme
363,"Festanstellung




Hannover, Freiburg im Breisgau, Mainz, Bonn, Bielefeld




Cloud Engineer (m/f/d)




About IONOS SE




Wir sind Europas führende Plattform für Cloud Services und Hosting-Dienstleistungen. Wir begleiten erfolgreich unsere Kund:innen bei ihrer Unternehmensentwicklung.




Für unseren Unternehmenserfolg sind über 4000 Mitarbeitende in mehreren Ländern weltweit tätig, um die Anforderungen und Wünsche unserer 8,5 Millionen Kund:innen zu erfüllen.




Wir sind eine Marke der United Internet AG, einem börsennotierten Unternehmen mit rund 10.200 Mitarbeitenden.




Wir fördern die Entwicklung unserer Mitarbeitenden und deren unterschiedliche Talente, Interessen und Sprachen. We are looking for reinforcement at the earliest possible date Cloud Engineer (m/f/d).




Sounds interesting? Then we look forward to receiving your application via our partner Workwise.




Your Responsibilities




Development of the product’s infrastructure, as well as supporting the transformation of our software into our Cloud infrastructure
Point of contact for internal stakeholders. You support your colleagues on the implementation of technical requirements for the infrastructure
Development, operation and maintenance of the internal support infrastructure (e.g. Elastic, GitLab CI/CD, Prometheus, Icinga2, Rundeck, API gateways, RabbitMQ, Redis)
Optimization and scaling of the system in service-oriented architecture
Continuous collaborative optimization of our agile development and delivery processes




Your Qualification




You are an experienced Cloud Engineer who likes to work in a customer and product focused environment. Preferably you have solid experience in running highly available applications, preferably with PHP, Apache or Nginx, with several 100,000 users.
Enthusiasm for development, automation and operation of cloud-based application infrastructure
In-depth knowledge of Linux operating system and container technologies, especially Kubernetes
Experience in using automation and configuration management software and tools (e.g. Ansible, Puppet, Rundeck, SaltStack, Terraform)
Experience with running and troubleshooting highly available and distributed production environments, including monitoring, alerting, and log analysis of distributed applications (e.g., Prometheus, thanos.io, Grafana, FluentD, ELK, Jaeger, icinga2)
You are an open-minded and pragmatic team player with good German and English skills who is looking for a challenging job in an agile environment




Our Offer




Active corporate culture: Our cooperation is characterized by flat hierarchies, transparency, open communication and short decision-making processes
Wide range of continuing education opportunities: We offer a wide range of personal and professional development opportunities - via e-learning and seminars, conferences as well as mentoring. Language training for German and English is available to our employees as online or face-to-face courses
Attractive JobBike: Through JobBike, we offer our employees the opportunity to lease their individual desired bike simply and inexpensively and, in addition, we finance this offer
Good transport connections: Due to the central location and good transport connections, our locations are easily accessible and offer parking facilities
Our employees receive employee discounts on products of the United Internet Group, as well as attractive offers and price reductions from external providers and for various leisure activities. In addition, we offer financial benefits, e.g. for company pension schemes
Health measures: In addition to internal sports and health courses, we also offer lectures on health. You also receive employee discounts at selected gyms and health centers
Each site has a canteen where our employees can enjoy meals at a reduced price. In addition, fresh fruit and a range of hot and cold drinks are offered free of charge
Family service: Our family service advises you on questions regarding childcare, home care/elderly care or difficult personal challenges. The family service is free of charge for all employees
Events: We celebrate our success in our teams. There are legendary summer and winter parties. Additional workshops and team events provide our unique team spirit




Our job offer Cloud Engineer (m/f/d) sounds interesting? We're excited to receive your application via our partner Workwise.




With Workwise you can apply within a few minutes as you don't need a cover letter. You'll also be able to track the status of your application at any time.




Unser Jobangebot Cloud Engineer (m/f/d) klingt vielversprechend? Dann freuen wir uns auf deine Bewerbung.",Berufseinstieg,Vollzeit,IT,Personalberatung und -vermittlung
364,"Die CONET Services GmbH bietet ein umfassendes Portfolio an IT-Infrastruktur-Leistungen von technischer Planung und Modernisierung bis zu Betrieb und Managed Services im Rechenzentrum und in der Cloud – alles aus einer Hand.




Wir suchen Sie baldmöglichst zur Verstärkung unseres Teams zur Umsetzung spannender IT-Projekte bei unseren Kunden (m/w/d).




Working@CONETDas sind Ihre Aufgaben




Einrichtung, Konfiguration, Administration und Pflege von Microsoft Server Umgebungen
Fehleranalyse und Bearbeitung von Incidents
Administration von verschiedenen Applikationen
Systempflege und -entwicklung sowie Unterstützung im Betrieb komplexer Microsoft-Umgebungen
Unterstützung und Beratung unserer Kunden (m/w/d) in der Planung und Weiterentwicklung von Server-Architekturen




Das wünschen wir uns von Ihnen




erfolgreich abgeschlossene Ausbildung im IT-Bereich oder ein Studium, z.B. im Bereich Mathematik, Informatik oder Technik
Erfahrungen im Bereich der Administration von komplexen Microsoft-Infrastrukturen, z.B. Microsoft Server, Active Directory Services, Microsoft Exchange
Erfahrungen im Bereich Microsoft Cloud von Vorteil, wie z.B. Azure, Azure Active Directory oder Microsoft 365
Erfahrung im System Management und / oder Client Management
sehr gute Deutschkenntnisse sowie gute Englischkenntnisse wünschenswert
Bereitschaft sich über uns in Cloud Technologien weiterbilden zu wollen",Berufseinstieg,Vollzeit,IT,IT-Services und IT-Consulting
365,"
        Die CONET Services GmbH bietet ein umfassendes Portfolio an IT-Infrastruktur-Leistungen von technischer Planung und Modernisierung bis zu Betrieb und Managed Services im Rechenzentrum und in der Cloud – alles aus einer Hand.Wir suchen Sie baldmöglichst zur Verstärkung unseres Teams zur Umsetzung spannender IT-Projekte bei unseren Kunden (m/w/d).Working@CONETDas sind Ihre AufgabenEinrichtung, Konfiguration, Administration und Pflege von Microsoft Server UmgebungenFehleranalyse und Bearbeitung von IncidentsAdministration von verschiedenen ApplikationenSystempflege und -entwicklung sowie Unterstützung im Betrieb komplexer Microsoft-UmgebungenUnterstützung und Beratung unserer Kunden (m/w/d) in der Planung und Weiterentwicklung von Server-ArchitekturenDas wünschen wir uns von Ihnenerfolgreich abgeschlossene Ausbildung im IT-Bereich oder ein Studium, z.B. im Bereich Mathematik, Informatik oder TechnikErfahrungen im Bereich der Administration von komplexen Microsoft-Infrastrukturen, z.B. Microsoft Server, Active Directory Services, Microsoft ExchangeErfahrungen im Bereich Microsoft Cloud von Vorteil, wie z.B. Azure, Azure Active Directory oder Microsoft 365Erfahrung im System Management und / oder Client Managementsehr gute Deutschkenntnisse sowie gute Englischkenntnisse wünschenswertBereitschaft sich über uns in Cloud Technologien weiterbilden zu wollen
      ","
            Berufseinstieg
          ","
          Vollzeit
        ","
            IT
          ","
          IT-Services und IT-Consulting
          "
366,"Das Team




ICT Services, ein junges Team innerhalb der Digital Unit der JITpay Group, berät und unterstützt die Business Abteilungen, definiert die Enterprise Architektur, übernimmt Ownership für die eingesetzten ICT- Services und stellt den operativen Betrieb der Applikationen sicher. Dich erwartet eine anspruchsvolle und abwechslungsreiche Tätigkeit, die zukunftsweisend für JITpay ist.




In dieser Rolle stellst du den reibungslosen Betrieb von Cloud Diensten her und sicher.




Deine Aufgaben




Du verantwortest die Planung und Umsetzung von Lösungen in Azure, Schwerpunkt auf Internationalisierung & Office 365
Du begleitest die Transformation von ActiveDirectory, FileServices On-Premise zu Microsoft Azure Cloud
Du arbeitest eng mit unseren IT Development-/IT Supportteams zusammen
Du bist Teammitglied in einem leistungsstarken und motivierten Team


Dein Profil




Abgeschlossene Ausbildung oder ein Studium mit Schwerpunkt IT oder eine vergleichbare Qualifikation
Sehr gute Microsoft Kenntnisse z.B. Microsoft 365 oder Azure
Gute Kenntnisse im Bereich MS SharePoint Online und/oder MS Teams mit
Allgemeine Erfahrung im Bereich Windows Services mit (LDAP, DNS, DHCP, File, Print, Microsoft PKI, etc.) sind von Vorteil
Kenntnisse bei der Migration/Troubleshooting von komplexen Infrastrukturen
Teamplayer mit einer selbstständigen und eigenverantwortlichen Arbeitsweise


Unser Tech Stack




Die Möglichkeit in einem innovativen, stark wachsenden FinTech-Unternehmen mitgestalten zu können
Einen Arbeitsplatz in einer sicheren Branche
Perfekte Lage direkt am Braunschweiger Hauptbahnhof
Lichtdurchflutete Büros im BraWo-Park über den Dächern von Braunschweig
Höhenverstellbare Schreibtische und modernstes technisches Equipment
Hybrides Arbeiten und flexible Arbeitszeiten
Ein großartiges Team mit Mitarbeitenden aus unterschiedlichen Nationen
Großartiges Teamumfeld mit tollen Events
Kostenlose Getränke, Zuschuss zum Mittagessen uvm.


Über uns




Arbeite bei einem der TOP Startup-Arbeitgeber im Bereich Finanzen!




JITpay™ ist ein stark wachsender, auf die Logistikbranche spezialisierter Zahlungsdienstleister. Die 2016 gegründete JITpay™ Group digitalisiert die Abrechnungs- und Zahlungsprozesse in der Logistik. Wir übernehmen dabei die komplette Leistungsabrechnung zwischen Auftraggeber und Auftragnehmer und kombinieren diese mit einem eigens entwickelten Factoring Programm, das die sofortige Bezahlung der Auftragnehmer sowie flexible Zahlungsbedingungen für die Auftraggeber ermöglicht. Wir verfügen über eine eigene, vollständig digitale Factoringgesellschaft und beschäftigen aktuell knapp 100 Mitarbeitende an Standorten in Braunschweig (DE), Breslau (PL), Basel (CH) und Bukarest (RO).",Berufseinstieg,Vollzeit,IT,Finanzdienstleistungen
367,"Die Schwarz IT KG ist als zentraler IT-Dienstleister für Auswahl, Bereitstellung und Betrieb sowie Weiterentwicklung von IT-Infrastrukturen, IT-Plattformen und Business-Anwendungen zuständig. Damit erbringt die Schwarz IT sowohl für Kaufland und Lidl als auch für die Schwarz Dienstleistung KG IT-Dienstleistungen. Um die Fachbereiche durch IT-Lösungen optimal bei deren Geschäftsprozessen zu unterstützen, nimmt die Schwarz IT Anforderungen der Fachbereiche in Beratungsgesprächen auf und erarbeitet gemeinsam mit diesen professionelle und leistungsfähige IT-Lösungen.




Wir schützen unsere IT-Landschaft und Prozesse vor Cyber Attacken und anderen Bedrohungen. Wenn du Lust auf Themen und Projekten im Umfeld von Cyber Security hast, werde Teil unseres Teams. Bewirb Dich jetzt initiativ und unsere Führungskräfte aus dem Bereich Cyber Security prüfen dein Profil für offene Vakanzen.




Mögliche Einsatzbereiche im Bereich Cyber Security




SAP Risk Management
Security & IT-Risk Management
Cyber Defense Center
Security & IT Risk Consulting
Vulnerability Management Services




Dein Profil




Du hast dein Studium der (Wirtschafts-) Informatik oder im weiteren Umfeld von IT Security erfolgreich abgeschlossen oder einen vergleichbaren Abschluss
Du möchtest berufliche Erfahrungen sammeln und schnell Verantwortung übernehmen
Du zeichnest dich durch hohe Motivation, eine strukturierte und organisierte Arbeitsweise aus und arbeitest dich gerne in neue Themen ein
Du arbeitest gerne im Team, bist kommunikativ und zeigst Engagement




Unser Angebot




Wir: Dich erwartet ein motiviertes Team, in dem ein regelmäßiger Austausch und Zusammenarbeit großgeschrieben werden
Nachhaltigkeit: Wir nehmen unsere Verantwortung wahr und richten unser Handeln an der gemeinsam erarbeiteten Nachhaltigkeitsstrategie der Unternehmen der Schwarz Gruppe aus. (Hier erfährst du mehr)
Sportangebot: Von Mitarbeitersportgruppen über Kooperationsangebote bis hin zum firmeneigenen Fitnessstudio am Hauptstandort bieten wir dir verschiedene Möglichkeiten aktiv zu werden
Onboarding: Unsere Begrüßungsveranstaltung hilft dir dabei dich zu orientieren, ebenso wie dein persönlicher Pate
Deine Gesundheit: Wir bieten dir vielfältige betriebliche Gesundheitsangebote aus den Bereichen Bewegung, gesunde Ernährung, Stressbewältigung und Ergonomie
Mobiles Arbeiten: Bei uns hast du die Möglichkeit, einen Teil deiner Arbeit an einem von dir gewählten Ort (z.B. im „Home Office“) zu erledigen




Wir freuen uns auf deine Bewerbung!




Schwarz Dienstleistung KG




Maraike Schnura
Referenz-Nr. 39540 Stiftsbergstraße 1
74172 Neckarsulm www.it.schwarz",Berufseinstieg,Vollzeit,IT,Einzelhandel
368,"Renomiertes Rechenzentrum in Frankfurt|Unbefristeter Arbeitsvertrag




About Our Client




Internationales Rechenzentrum in Frankfurt am Main




Job Description




24/7 Internationaler IT-Kundensupport via Telefon, Mailsystem und Troubleticketsystem im 1st und 2nd Level Support gemäß SLA
1st Level Service Desk für User
24/7 Überwachung von Netzwerken und Servern via Monitoringtools
Erstellung, Bearbeitung, Qualifizierung von Tickets und Weiterleitung an den 2nd Level Support
Sicherstellung der Ticketqualität
Einrichtung, Änderung und Löschung von Anwendern innerhalb der firmeninternen Bürokommunikationsumgebung (AD, Mail, Applikationen)
Erstellung von Netzwerk-Verbindungen inklusive Reinigung, Messungen und Dokumentation gemäß Anforderung
Vor-Ort Aktionen und Sichtprüfung von Kundengeräte
Komponentenaustausch und Medienwechsel gemäß Anforderungen mit Dokumentation
Behebung von Störungen und ggf. Eskalation an nachgelagerte Teams
Optimierung der bestehenden Datacenter-Prozesse, sowie Entwicklung neuer Prozesse gemäß Kundenanforderung
Erstellung/Pflege von IT Dokumentation
The Successful Applicant




Ausbildung in der IT: vorzugsweise Fachinformatiker Systemintegration,
Hohe Serviceorientierung
Gute Kenntnisse im Microsoft-Umfeld (O365, Windows 10, Exchange, Sharepoint etc.)
Eine strukturierte, analytische, proaktive und eigenverantwortliche Arbeitsweise
Lösungsorientiertes und analytisches Denken
Ausgeprägte Kommunikations- und Teamfähigkeit
Englischkenntnisse in Wort und Schrift
Bereitschaft zur Schichtarbeit
What's on Offer




Fixgehalt plus Bonus
Kollegiale und offene Arbeitsatmosphäre
Modernes Arbeitsumfeld
Permanente neue Herausforderungen in einem dynamischen Umfeld
Unsere wertschätzende und familienfreundliches Unternehmenskultur
Inflationsausgleich
Contact: Ioannis Anagnostopoulos




Quote job ref: JN-052023-6051824


",Berufseinstieg,Vollzeit,IT,Personalberatung und -vermittlung
369,"Leidenschaft, Erfahrung und Zuverlässigkeit kombiniert mit Innovation – das macht die Sporttextilien aus dem Hause PAC aus. Mit der gleichen Leidenschaft, Erfahrung und Innovationskraft treiben die PAC Labs unsere interne Digitalisierung in großen Schritten voran und entwickeln hierfür eigene innovative Softwareprodukte.

Du suchst als Fachinformatiker (m/w/d) mit Fachrichtung Systemintegration einen Job, in dem Du das IT-ABC von A wie Anwendersupport über C wie Cloud Computing bis hin zu Z wie Zugang zu WLAN, WAN und LAN siehst? Dann bist du bei uns genau richtig! Wir suchen zur Verstärkung unseres IT-Teams mit aktuell 9 Mitarbeitenden einen motivierten und teamfähigen Fachinformatiker (m/w/d) in Vollzeit.

Aufgaben

Du sorgst dafür, dass unsere IT-Infrastruktur und unserer Windows-, Linux- und Serverlandschaften einwandfrei funktionieren
Du kümmerst Dich um unsere Netzwerksysteme und hast die Verantwortung für Installationen, Konfigurationen und das Monitoring
Du analysierst und optimierst unserer Systeme in enger Zusammenarbeit mit Deinem Team und den Endanwendern
Du hilfst Deinen KollegInnen im Daily Business bei allen kleinen und größeren Fragestellungen


Qualifikation

Du hast Dir ein fundiertes fachspezifisches Know-How angeeignet und


kennst Dich mit Netzwerksystemen, Windows, Linux, Datenbanksystemen und

mit modernen IT-Infrastrukturen richtig gut aus
Dir ist es sehr wichtig, dass Du sehr eng mit Deinen Team


zusammenarbeiten kannst und so mit Deinem Know How Deine KollegInnen

schnell und effektiv unterstützen kannst
Du kannst Dich selbst sehr gut motivieren und kannst aufgrund Deiner


Arbeitsweise die Erledigung Deiner to do´s sinnvoll priorisieren
Du bist fit in Englisch und freust dich darauf, dass Du in einem


sehr modernen und jung gebliebenen Umfeld Verantwortung übernehmen

kannst

Benefits

Wir schenken Dir viel Freiheit und Gestaltungsspielraum in einem


sehr sympathischen, freundschaftlichen und professionellen Umfeld
Wir haben für Dich eine sehr moderne und nachhaltige Arbeitsumgebung in unserem wunderschönen Mainfranken
Wir möchten Dir mit vielen kleinen Dingen eine Freude machen


(flexible Zeiteinteilung, Pausenbereich mit gemütlicher Dachterrasse,

eigenes Fitnessstudio, Gesundheitszuschuss, Dienstradleasing und vieles

mehr)
Wir wünschen uns, dass wir lange und erfolgreich mit dir zusammenarbeiten werden


Sollten wir Dein Interesse geweckt haben, freuen wir uns

über Deine aussagekräftige Bewerbung.

Bitte gib auch mit an, ab wann Du

bei uns anfangen könntest und welchen Gehaltswunsch Du hast. Bitte sende

uns Deine Bewerbung als PDF-Dokument!

Dein Kontakt zu uns

Björn (Berz)

P.A.C. GmbH, Dublinstraße 2, 97424 Schweinfurt",Berufseinstieg,Vollzeit,IT,Textilherstellung
370,"Rahmenbedingungen

Für meinen Top-Kunden suche ich, zum 01.05. ,einen DevOps Engineer (m/w/d) mit Linux Administrationserfahrung, für ein spannendes Full-Remote Projekt:

Auslastung: Vollzeit
Start Projekt: 01.05.23
Dauer: 5 Monate + Verlängerungsoption
Einsatzort: Full-Remote
Aufgabenbereich:

Sie kümmern sich um die Konzeption, Installation, Konfiguration und Wartung von Linux-Systemen
Sie sind für den Betrieb und das Monitoring der Systemlandschaften zuständig
Darüber hinaus übernehmen Sie die Installation, Betrieb und Optimierung von Docker, Kubernetes
Stagingabdeckung mit Ansible ausbauen - Automatisierungen
Das bringen Sie mit:

Betriebshintergrund / DEVOPS
Linux Kenntnisse
Matrix / Synapse
Kubernetes (K8s)
Arbeiten mit Containern
Betriebsautomatisierung (Automatische Skalierung etc.)
Grundlegende Netzwerkkenntnisse (Routing, Firewalls, IP-Schemata)
Dokumentation der Tätigkeiten
Nice-to-Haves:

VMWare/Vcenter/VSphere Kenntnisse

Haben wir Ihr Interesse geweckt?

Dann senden Sie uns bitte Ihren aktuellen Lebenslauf per Email

an f.heymann(@)progressive.de mit Angabe zu Ihrer Verfügbarkeit und Ihrem Gehaltswunsch (Bruttojahresgehalt) zu.

Gerne können Sie mich auch unter der 017660502714 erreichen, um Details zu besprechen.

Selbstverständlich dürfen Sie diese Anfrage auch an Ihre Kontakte weiterleiten, bei erfolgreicher Vermittlung erhalten Sie von uns als kleines Dankeschön einen 250 € Amazon-Gutschein und natürlich meine ewige Dankbarkeit.

Dieser Geschäftszweig der SThree GmbH betreut die ausgeschriebene Stelle im Auftrag ihres Kunden.

",Berufseinstieg,Vollzeit,Ingenieurwesen und IT,IT und Services
